make,mileage,model,price,vin,year
Volkswagen,"42,573 Miles",Passat,"$10,495",1VWAP7A30EC018986,2014
Toyota,"20,386 Miles",Camry,"$17,100",4T1BF1FK9HU781994,2017
Infiniti,"54,944 Miles",Q70,"$22,530",JN1BY1AR5FM562338,2015
Dodge,"21,314 Miles",Charger,"$23,500",2C3CDXJG6FH926398,2015
Toyota,"13,660 Miles",RAV4,"$25,045",JTMNFREV5GD088558,2016
BMW,"28,171 Miles",4 Series,"$31,100",WBA3R1C52GK529462,2016
Acura,"43,969 Miles",MDX,"$27,800",5FRYD3H29GB015363,2016
Nissan,"44,537 Miles",Altima,"$15,200",1N4AL3AP7HC140149,2017
Kia,"32,018 Miles",Optima,"$17,000",5XXGR4A78FG494591,2015
Mazda,"21,768 Miles",CX-5,"$24,680",JM3KFADM8J0347630,2018
BMW,"61,211 Miles",6 Series,"$27,100",WBALX5C50CC894109,2012
Ford,"50,249 Miles",Focus,"$10,255",1FADP3K22HL231401,2017
Chevrolet,"29,463 Miles",Silverado 1500,"$29,200",1GCVKREC4FZ372226,2015
Lexus,"29,057 Miles",ES 350,"$27,800",JTHBK1GG9G2218091,2016
Buick,"19,448 Miles",Encore,"$15,500",KL4CJASB0FB164080,2015
Porsche,"17,314 Miles",911,"$72,999",WP0CA2A98GS141111,2016
Volkswagen,"32,612 Miles",Tiguan,"$17,400",WVGBV7AX6GW023087,2016
Lexus,"27,272 Miles",IS 250,"$19,499",JTHBF1D25F5082522,2015
Dodge,"45,685 Miles",Grand Caravan,"$15,500",2C4RDGCG0HR649201,2017
Toyota,"31,821 Miles",Corolla,"$14,900",5YFBURHE0GP421945,2016
Volkswagen,"22,707 Miles",Tiguan,"$17,999",WVGBV7AXXGW056139,2016
Nissan,"13,543 Miles",Versa,"$13,000",3N1CN7AP7HL891490,2017
Kia,"31,244 Miles",Forte,"$12,600",KNAFK4A61G5611549,2016
Volkswagen,"31,049 Miles",Tiguan,"$19,000",WVGBV7AX7GW558963,2016
Nissan,"7,224 Miles",Altima,"$17,100",1N4AL3APXHC254565,2017
Chrysler,"45,775 Miles",Town and Country,"$17,800",2C4RC1BG4FR715263,2015
Audi,"43,276 Miles",Q5,"$25,985",WA1CMAFPXFA044466,2015
Lexus,"44,452 Miles",CT 200h,"$12,999",JTHKD5BHXD2135010,2013
Mercedes-Benz,"24,947 Miles",GLS,"$55,999",4JGDF6EE2JB051525,2018
GMC,"31,129 Miles",Terrain,"$22,600",2GKFLPE36H6303174,2017
Nissan,"41,411 Miles",Sentra,"$12,800",3N1AB7AP1HY310701,2017
Mazda,"5,184 Miles",Mazda6,"$17,600",JM1GJ1V58F1202125,2015
Hyundai,"51,309 Miles",Sonata,"$16,300",5NPE34AB7FH247810,2015
Nissan,"79,319 Miles",Armada,"$21,800",5N1BA0ND7FN607246,2015
Ford,"31,462 Miles",F-150,"$29,280",1FTEW1CF4HKE10259,2017
Chevrolet,"16,661 Miles",Traverse,"$22,600",1GNKRFED7HJ267307,2017
Ford,"50,815 Miles",Focus,"$11,900",1FADP3K26HL239288,2017
Chevrolet,"16,935 Miles",Corvette,"$28,730",1G1YA2DW7A5106906,2010
Buick,"38,713 Miles",Enclave,"$20,999",5GAKRBKD3FJ359678,2015
Infiniti,"32,007 Miles",Q50,"$21,900",JN1BV7AR6FM412881,2015
Volkswagen,"38,148 Miles",CC,"$14,700",WVWRP7AN2DE570564,2013
Chevrolet,"1,268 Miles",Malibu,"$28,300",1G1ZE5SX0JF264021,2018
Mercedes-Benz,"8,989 Miles",GLA,"$28,130",WDCTG4EB9HJ361088,2017
Lincoln,"15,708 Miles",MKC,"$18,899",5LMCJ1A95FUJ48281,2015
Jeep,"87,620 Miles",Wrangler Unlimited,"$23,300",1C4BJWEG9CL241721,2012
Acura,"11,659 Miles",ILX,"$19,700",19UDE2F38GA019966,2016
Hyundai,"35,324 Miles",Sonata,"$13,400",5NPE24AF1HH544600,2017
Ford,"22,283 Miles",Edge,"$19,999",2FMTK4K84FBC08435,2015
Jeep,"21,408 Miles",Renegade,"$17,400",ZACCJABB2JPH05537,2018
Volvo,"12,818 Miles",V60 Cross Country,"$29,380",YV440MWK8J2056059,2018
Volkswagen,"24,970 Miles",CC,"$15,600",WVWBP7AN2EE505670,2014
Toyota,"34,086 Miles",RAV4,"$16,499",JTMWFREV4FD077263,2015
Honda,"37,938 Miles",Odyssey,"$22,499",5FNRL5H60GB050039,2016
Hyundai,"41,315 Miles",Veloster,"$12,700",KMHTC6AD1GU290496,2016
Nissan,"45,443 Miles",Maxima,"$20,200",1N4AA6AP7HC417731,2017
Toyota,"23,362 Miles",Avalon,"$21,400",4T1BK1EB0GU197771,2016
Volkswagen,"27,323 Miles",Tiguan,"$15,200",WVGAV7AX9GW519481,2016
Ford,"47,990 Miles",Explorer,"$28,380",1FM5K8F84HGC36001,2017
Volkswagen,"30,116 Miles",Golf,"$13,600",WVWDB7AJ4EW001068,2014
Maserati,"14,654 Miles",GranTurismo,"$65,999",ZAM45MMA6F0147909,2015
Subaru,"184,915 Miles",B9 Tribeca,"$4,995",4S4WX83D974403136,2007
Kia,"39,757 Miles",Soul,"$14,500",KNDJX3A54F7784985,2015
BMW,"34,693 Miles",5 Series,"$22,999",WBA5B1C57FG127404,2015
Chevrolet,"21,028 Miles",Equinox,"$14,999",2GNALCEK9H6161531,2017
Jeep,"32,975 Miles",Cherokee,"$18,800",1C4PJMCS1FW634424,2015
Buick,"4,258 Miles",Encore,"$17,700",KL4CJBSB3GB673278,2016
Dodge,"45,107 Miles",Grand Caravan,"$16,400",2C4RDGEG0HR828335,2017
Hyundai,"22,433 Miles",Sonata,"$17,800",5NPE34AF3JH653126,2018
Toyota,"29,351 Miles",RAV4,"$18,000",2T3BFREVXFW334296,2015
Volkswagen,"28,393 Miles",Atlas,"$27,430",1V2CR2CA6JC561353,2018
Jeep,"20,359 Miles",Wrangler Unlimited,"$26,700",1C4BJWDG0EL314799,2014
Dodge,"36,806 Miles",Challenger,"$20,400",2C3CDZAGXHH550514,2017
Ford,"55,103 Miles",Escape,"$15,800",1FMCU0JX8FUA08843,2015
Ford,"29,416 Miles",Escape,"$12,999",1FMCU0G99FUC10339,2015
Hyundai,"31,825 Miles",Elantra,"$13,000",KMHDH4AE3FU297709,2015
Volkswagen,"51,217 Miles",Beetle,"$14,000",3VW5L7AT5DM833386,2013
Buick,"27,530 Miles",LaCrosse,"$17,999",1G4GB5G30GF217184,2016
Ford,"17,934 Miles",Fusion,"$18,005",3FA6P0H92GR253085,2016
Kia,"19,645 Miles",Optima,"$22,900",5XXGW4L26GG037760,2016
Scion,"28,881 Miles",tC,"$15,000",JTKJF5C72FJ006113,2015
Acura,"46,071 Miles",TLX,"$22,930",19UUB2F58GA005527,2016
GMC,"44,900 Miles",Acadia,"$22,485",1GKKRPKD8GJ237254,2016
Jeep,"46,032 Miles",Wrangler Unlimited,"$27,680",1C4HJWEG2HL601817,2017
Ford,"19,300 Miles",Fusion,"$12,999",3FA6P0H72GR236947,2016
Lexus,"19,062 Miles",GX 460,"$48,700",JTJJM7FX5H5159274,2017
Ford,"40,764 Miles",Fiesta,"$11,500",3FADP4BJXHM110370,2017
Volkswagen,"70,603 Miles",Tiguan,"$10,900",WVGAV7AX5CW590025,2012
Ford,"34,622 Miles",C-MAX Hybrid,"$14,080",1FADP5AU5GL120158,2016
Mercedes-Benz,"43,127 Miles",GLC,"$28,700",WDC0G4JBXGF026108,2016
Buick,"33,161 Miles",Encore,"$16,600",KL4CJ1SM4GB532327,2016
Jeep,"40,190 Miles",Cherokee,"$18,700",1C4PJMAB6HW632772,2017
Kia,"41,854 Miles",Soul,"$14,280",KNDJP3A5XH7435235,2017
GMC,"44,579 Miles",Acadia,"$20,500",1GKKRPKD4FJ370575,2015
Lexus,"31,019 Miles",IS 200t,"$23,300",JTHBA1D27G5028509,2016
Toyota,"44,690 Miles",Camry,"$16,800",4T1BF1FK0FU054739,2015
Kia,"33,861 Miles",Sportage,"$20,200",KNDPN3AC6H7132595,2017
Chevrolet,"33,556 Miles",Volt,"$23,600",1G1RB6S55HU100282,2017
Dodge,"44,373 Miles",Charger,"$21,200",2C3CDXJG8GH324412,2016
Kia,"18,440 Miles",Sorento,"$20,105",5XYPG4A30HG206581,2017
Toyota,"69,240 Miles",4Runner,"$29,835",JTEBU5JR9F5211549,2015
Toyota,"41,954 Miles",Camry,"$15,700",4T1BF1FK0HU401604,2017
Acura,"24,899 Miles",TLX,"$23,600",19UUB2F52GA001781,2016
Infiniti,"34,914 Miles",QX60,"$27,600",5N1DL0MM0HC544171,2017
Nissan,"36,956 Miles",Rogue,"$17,900",KNMAT2MV2HP584465,2017
Chevrolet,"13,034 Miles",Traverse,"$23,999",1GNKRJKD5FJ346477,2015
Jeep,"41,815 Miles",Renegade,"$15,395",ZACCJBBT5GPE07071,2016
MINI,"6,903 Miles",Convertible,"$31,115",WMWWG9C50J3E38535,2018
Cadillac,"26,847 Miles",CTS,"$26,700",1G6AW5SX0G0128696,2016
BMW,"74,708 Miles",5 Series,"$25,695",WBA5B3C5XFD547154,2015
Nissan,"57,269 Miles",Sentra,"$11,200",3N1AB7AP2FY237951,2015
Chevrolet,"44,804 Miles",Malibu,"$14,900",1G1ZE5ST7HF198865,2017
Honda,"39,920 Miles",CR-V,"$16,700",2HKRM3H37EH529452,2014
BMW,"43,398 Miles",3 Series,"$23,985",WBA3B5G5XFNS16078,2015
Chevrolet,"19,595 Miles",Spark EV,"$11,000",KL8CK6S0XFC818925,2015
Toyota,"38,819 Miles",RAV4,"$18,755",JTMDFREV2ED084685,2014
Ford,"44,771 Miles",Explorer,"$27,800",1FM5K8F89HGC92421,2017
Dodge,"13,232 Miles",Grand Caravan,"$18,900",2C4RDGBG6HR568785,2017
Nissan,"16,936 Miles",Pathfinder,"$22,999",5N1DR2MN1JC631277,2018
Ford,"27,797 Miles",Fusion Energi,"$16,200",3FA6P0PU8GR163607,2016
Volkswagen,"42,781 Miles",Jetta,"$14,800",3VWD17AJ0GM333916,2016
Ford,"40,348 Miles",Edge,"$20,700",2FMPK3K93HBB82496,2017
Subaru,"16,767 Miles",Outback,"$29,700",4S4BSANC7H3319722,2017
Hyundai,"32,073 Miles",Elantra,"$12,500",5NPDH4AE5GH773782,2016
Volkswagen,"7,974 Miles",Tiguan,"$23,655",3VV3B7AX8JM031198,2018
Chevrolet,"50,187 Miles",Impala,"$16,200",2G1105S3XH9161054,2017
Lexus,"14,909 Miles",RX 350,"$40,600",2T2ZZMCA7HC076367,2017
Toyota,"17,854 Miles",Tundra,"$37,780",5TFDW5F16GX528415,2016
Cadillac,"31,080 Miles",XTS,"$20,599",2G61M5S36F9170281,2015
Nissan,"12,245 Miles",Versa,"$13,700",3N1CN7AP9HL843358,2017
Nissan,"40,052 Miles",Rogue,"$17,600",KNMAT2MV4HP577632,2017
BMW,"27,014 Miles",3 Series,"$30,200",WBA8D9C37HA005975,2017
Jeep,"14,787 Miles",Cherokee,"$19,400",1C4PJLCB6HD221407,2017
Lexus,"21,783 Miles",ES 350,"$22,999",JTHBK1GG0G2231490,2016
Lincoln,"43,117 Miles",Navigator L,"$32,999",5LMJJ3JT9FEJ13140,2015
Nissan,"19,234 Miles",Rogue,"$17,400",KNMAT2MV2FP587184,2015
Toyota,"20,432 Miles",Highlander,"$26,855",5TDZZRFH0JS267619,2018
Nissan,"42,677 Miles",Altima,"$13,400",1N4AL3AP4FC426831,2015
BMW,"83,270 Miles",X1,"$13,985",WBAVL1C52EVY22297,2014
Lincoln,"39,239 Miles",MKC,"$21,680",5LMTJ2AH9FUJ35918,2015
Honda,"47,293 Miles",HR-V,"$16,600",3CZRU5H33GM735290,2016
Nissan,"33,412 Miles",Rogue,"$16,300",KNMAT2MV9FP584329,2015
GMC,"13,886 Miles",Terrain,"$23,935",2GKALPEK9H6207086,2017
Chevrolet,"13,718 Miles",Silverado 1500,"$33,800",3GCPCREC7HG213791,2017
Lexus,"8,471 Miles",GS 350,"$45,130",JTHBZ1BL9JA014436,2018
Hyundai,"34,444 Miles",Sonata,"$14,600",5NPE24AF1GH301691,2016
Lexus,"19,941 Miles",IS 200t,"$24,300",JTHBA1D26G5011376,2016
Hyundai,"60,646 Miles",Sonata,"$16,700",5NPE34AB7FH155175,2015
Maserati,"41,964 Miles",Coupe,"$15,855",ZAMBC38A440011227,2004
Nissan,"41,790 Miles",Altima,"$17,500",1N4BL3AP8HC142884,2017
Ford,"8,338 Miles",Escape,"$18,000",1FMCU0F78HUC60135,2017
Infiniti,"37,566 Miles",QX60,"$23,999",5N1AL0MM9FC540880,2015
Subaru,"71,522 Miles",Forester,"$21,800",JF2SJGVC2GH465989,2016
Toyota,"17,150 Miles",Corolla,"$11,999",2T1BURHE8GC608155,2016
Nissan,"36,298 Miles",Rogue,"$17,000",JN8AT2MT5HW154373,2017
Jeep,"27,494 Miles",Grand Cherokee,"$27,030",1C4RJFAG5FC171353,2015
Volkswagen,"18,644 Miles",Beetle,"$16,500",3VW5L7AT2DM816075,2013
BMW,"35,952 Miles",X4,"$32,999",5UXXW5C58G0N92452,2016
Nissan,"44,792 Miles",Sentra,"$11,455",3N1AB7AP4HY293098,2017
BMW,"19,393 Miles",5 Series,"$29,999",WBA5B1C57GG130384,2016
Nissan,"27,191 Miles",Rogue,"$19,500",5N1AT2MT0FC844800,2015
Audi,"49,077 Miles",Q7,"$26,755",WA1LMAFE2ED013269,2014
Ford,"30,185 Miles",Focus,"$13,000",1FADP3K2XHL278949,2017
Kia,"78,221 Miles",Sorento,"$18,300",5XYKW4A75FG629122,2015
Chevrolet,"32,931 Miles",Traverse,"$20,499",1GNKRGKD4HJ149807,2017
Chevrolet,"16,727 Miles",Silverado 1500,"$30,500",1GCVKPEC2HZ291930,2017
Chevrolet,"50,013 Miles",Traverse,"$19,500",1GNKRFED3HJ199927,2017
Nissan,"20,714 Miles",Altima,"$13,800",1N4AL3AP2FN909058,2015
Hyundai,"36,658 Miles",Sonata,"$17,600",5NPE34AB2FH128899,2015
Mazda,"69,312 Miles",Mazda3,"$8,700",JM1BL1UF9C1613401,2012
Volkswagen,"42,594 Miles",Jetta,"$12,100",3VW3L7AJ5EM259945,2014
Volkswagen,"26,437 Miles",Jetta,"$12,500",3VWLL7AJ2EM301679,2014
Hyundai,"36,455 Miles",Sonata,"$14,300",5NPE24AF6GH294706,2016
Mercedes-Benz,"11,646 Miles",C-Class,"$30,580",WDDWF4KB6HR308253,2017
Nissan,"40,631 Miles",Sentra,"$13,000",3N1AB7AP5HL640273,2017
Toyota,"20,514 Miles",RAV4,"$19,499",JTMYFREVXFD071007,2015
Cadillac,"22,853 Miles",ATS,"$20,399",1G6AJ5SX3F0111162,2015
BMW,"15,942 Miles",i3,"$29,500",WBY1Z8C5XHV550920,2017
Volkswagen,"47,623 Miles",CC,"$13,600",WVWBP7AN0DE509523,2013
Nissan,"64,882 Miles",Rogue,"$11,500",JN8AS5MT3EW607860,2014
BMW,"19,106 Miles",i8,"$69,999",WBY2Z2C53FV391799,2015
Ford,"41,105 Miles",Mustang,"$21,999",1FA6P8CF9G5238632,2016
Hyundai,"36,955 Miles",Elantra GT,"$12,600",KMHD35LH1GU253012,2016
Acura,"31,985 Miles",MDX,"$25,988",5FRYD4H23EB009643,2014
BMW,"38,146 Miles",3 Series,"$22,985",WBA3B3G5XFNT19473,2015
Hyundai,"46,793 Miles",Sonata,"$13,800",5NPE24AF8GH335126,2016
Ford,"38,749 Miles",Focus,"$12,500",1FADP3K24HL249401,2017
Ford,"34,473 Miles",Explorer,"$28,999",1FM5K8HTXGGC11765,2016
Jeep,"69,391 Miles",Grand Cherokee,"$23,300",1C4RJFBG8GC323982,2016
Kia,"6,632 Miles",Soul,"$14,300",KNDJP3A51E7034233,2014
Land Rover,"41,824 Miles",Discovery Sport,"$23,099",SALCP2BG5FH513858,2015
Volvo,"16,128 Miles",S80,"$20,899",YV1902MD9F1183010,2015
Ford,"15,965 Miles",Escape,"$16,400",1FMCU0F7XGUA82372,2016
Nissan,"11,917 Miles",Altima,"$17,500",1N4AL3AP6GC126743,2016
Nissan,"42,066 Miles",Rogue,"$16,500",KNMAT2MV7HP529820,2017
Infiniti,"78,570 Miles",QX60,"$22,100",5N1AL0MN4FC503907,2015
Nissan,"42,052 Miles",Altima,"$17,700",1N4BL3AP5HC190648,2017
Lexus,"25,391 Miles",ES 300h,"$30,500",JTHBW1GG7G2111013,2016
Ford,"51,378 Miles",Expedition,"$25,500",1FMJU1JT4HEA39689,2017
Ford,"55,426 Miles",Escape,"$19,830",1FMCU9J92GUA58032,2016
Volkswagen,"38,558 Miles",Jetta,"$11,499",3VWB17AJ8GM321018,2016
Lexus,"10,644 Miles",RX 350,"$37,660",2T2ZZMCA0GC026117,2016
Nissan,"29,489 Miles",Rogue,"$17,100",KNMAT2MV3HP611155,2017
Buick,"29,343 Miles",Enclave,"$28,700",5GAKRBKD3HJ238281,2017
Audi,"10,766 Miles",S5,"$51,180",WAUP4AF5XJA003976,2018
Lexus,"10,330 Miles",IS 300,"$30,560",JTHBA1D24J5062463,2018
BMW,"45,831 Miles",X5,"$41,400",5UXKR0C58H0U53329,2017
Dodge,"49,428 Miles",Journey,"$15,400",3C4PDCBG3HT537538,2017
Land Rover,"26,331 Miles",Range Rover Evoque,"$30,299",SALVP2BG0HH214175,2017
Nissan,"12,801 Miles",JUKE,"$16,999",JN8AF5MVXFT553997,2015
Kia,"32,354 Miles",Soul,"$15,100",KNDJX3A59F7770094,2015
Audi,"30,754 Miles",Q5,"$27,695",WA1CMAFP8FA035751,2015
Ford,"45,778 Miles",F-150,"$27,999",1FTEW1EP0GKE35860,2016
Toyota,"53,473 Miles",Avalon,"$20,100",4T1BK1EB9GU197591,2016
Hyundai,"22,916 Miles",Elantra,"$14,000",5NPD84LF0HH196182,2017
Mercedes-Benz,"19,685 Miles",GLE,"$51,700",4JGDA5GB5HA884067,2017
Mercedes-Benz,"33,216 Miles",E-Class,"$29,900",WDDHF8JB3GB307280,2016
Kia,"49,524 Miles",Cadenza,"$16,900",KNALN4D78F5193259,2015
Ford,"48,776 Miles",Focus,"$11,800",1FADP3F23GL348090,2016
Honda,"30,292 Miles",CR-V,"$23,400",5J6RM3H95FL006863,2015
Chevrolet,"18,282 Miles",Malibu,"$16,200",1G1ZB5ST6GF303595,2016
Lexus,"11,400 Miles",GS 350,"$23,999",JTHCE1BL8FA010076,2015
GMC,"23,288 Miles",Terrain,"$21,000",2GKFLXEK2F6380774,2015
Kia,"24,837 Miles",Cadenza,"$21,999",KNALC4J16H5077681,2017
Chrysler,"32,009 Miles",300,"$13,999",2C3CCAAG3FH772751,2015
Buick,"9,996 Miles",Cascada,"$25,700",W04WJ3N52HG121400,2017
Chevrolet,"20,694 Miles",Malibu,"$18,400",1G1ZD5ST0JF192897,2018
Ford,"32,856 Miles",Escape,"$17,999",1FMCU9J90GUA58031,2016
Jeep,"48,156 Miles",Wrangler Unlimited,"$28,495",1C4BJWDG5GL145155,2016
Smart,"19,601 Miles",fortwo,"$7,999",WMEEJ9AA1GK844692,2016
Mercedes-Benz,"46,288 Miles",E-Class,"$28,700",WDDHF5KB5GB225824,2016
GMC,"29,126 Miles",Sierra 1500,"$38,400",3GTU2NEC3GG244288,2016
Nissan,"12,600 Miles",Sentra,"$15,200",3N1AB7AP0FY281849,2015
Buick,"43,223 Miles",Enclave,"$26,800",5GAKRBKD0HJ196099,2017
Porsche,"14,984 Miles",Macan,"$47,599",WP1AB2A57HLB13294,2017
Volkswagen,"55,137 Miles",Beetle,"$12,400",3VWJL7AT0DM680611,2013
Nissan,"37,896 Miles",Murano,"$22,700",5N1AZ2MH9FN249653,2015
Volkswagen,"10,540 Miles",Tiguan,"$18,900",WVGBV7AX4HK054847,2017
Cadillac,"33,840 Miles",ATS,"$21,700",1G6AC5SX1F0138127,2015
Chevrolet,"34,717 Miles",Tahoe,"$36,999",1GNSCBKC0JR163528,2018
Hyundai,"17,439 Miles",Elantra,"$17,000",5NPD84LF5HH032555,2017
Nissan,"31,863 Miles",Rogue,"$22,500",5N1AT2MV8HC871635,2017
Buick,"25,534 Miles",Encore,"$17,300",KL4CJGSB2FB034269,2015
Ford,"47,608 Miles",Focus,"$11,800",1FADP3K29HL258692,2017
Nissan,"37,805 Miles",Altima,"$14,999",1N4AL3AP1GC272712,2016
Honda,"3,737 Miles",Civic,"$19,900",2HGFC2F57JH517438,2018
Land Rover,"14,363 Miles",Range Rover Velar,"$48,755",SALYA2RX5JA758805,2018
BMW,"40,688 Miles",X3,"$28,500",5UXWX9C51G0D79572,2016
Buick,"33,183 Miles",Enclave,"$24,999",5GAKVBKD0GJ227717,2016
Ford,"43,861 Miles",Taurus,"$15,999",1FAHP2F83HG111819,2017
Hyundai,"45,564 Miles",Elantra,"$12,200",5NPDH4AE2GH671601,2016
Ford,"78,761 Miles",Explorer,"$19,800",1FM5K7DH9GGB61744,2016
Toyota,"20,880 Miles",Camry,"$17,400",4T1BF1FK9HU404050,2017
Honda,"4,745 Miles",Civic,"$19,800",19XFC2F52JE205330,2018
BMW,"34,489 Miles",M6,"$58,899",WBS6J9C57GD934476,2016
Toyota,"34,699 Miles",Camry,"$22,250",4T1BK1FK9GU570143,2016
Mercedes-Benz,"38,290 Miles",E-Class,"$27,200",WDDHF5KB9GB263735,2016
Chevrolet,"14,899 Miles",Tahoe,"$39,999",1GNSCBKC9JR156707,2018
Chevrolet,"20,476 Miles",Equinox,"$18,500",2GNALCEK2H1565011,2017
Chevrolet,"6,554 Miles",Equinox,"$19,000",2GNALCEK4G6226574,2016
Jeep,"43,234 Miles",Renegade,"$16,500",ZACCJADB2HPE82696,2017
Jeep,"27,060 Miles",Grand Cherokee,"$26,780",1C4RJECG9EC548045,2014
Chevrolet,"48,009 Miles",Equinox,"$15,700",2GNALCEK1G6180895,2016
Ford,"68,669 Miles",Edge,"$20,800",2FMPK4K99GBB16989,2016
Subaru,"20,620 Miles",Forester,"$23,700",JF2SJAEC8HH811204,2017
Nissan,"35,408 Miles",Rogue,"$15,900",KNMAT2MV9GP609084,2016
Honda,"25,678 Miles",Accord,"$21,900",1HGCR2F18HA007056,2017
GMC,"11,355 Miles",Terrain,"$16,399",2GKALMEK5H6204331,2017
Hyundai,"14,700 Miles",Santa Fe Sport,"$28,100",5XYZW4LA3JG530136,2018
Cadillac,"39,356 Miles",ATS,"$20,500",1G6AH5RXXF0125772,2015
Chrysler,"19,624 Miles",300,"$24,100",2C3CCAGGXHH591706,2017
Infiniti,"46,420 Miles",QX60,"$24,700",5N1AL0MN1FC535570,2015
Lexus,"91,078 Miles",NX 200t,"$24,755",JTJBARBZ1F2000475,2015
Acura,"31,035 Miles",ILX,"$18,300",19UDE2F35GA007614,2016
Chevrolet,"41,886 Miles",Sonic,"$12,900",1G1JF5SB1H4145673,2017
Audi,"12,707 Miles",A4,"$27,175",WAUBFAFL1GN007158,2016
Chevrolet,"23,805 Miles",Equinox,"$17,100",2GNALCEK6H1519357,2017
Ford,"17,558 Miles",Expedition MAX,"$50,980",1FMJK1KTXJEA24687,2018
Volkswagen,"31,808 Miles",CC,"$13,600",WVWBP7AN5EE535729,2014
Hyundai,"28,041 Miles",Elantra GT,"$13,500",KMHD35LH1GU283837,2016
Chevrolet,"37,721 Miles",Traverse,"$20,999",1GNKRGKD9HJ222590,2017
Acura,"32,018 Miles",TLX,"$19,900",19UUB1F50FA024808,2015
Mazda,"41,244 Miles",Mazda3,"$14,500",3MZBN1U70HM128929,2017
Nissan,"40,460 Miles",Sentra,"$12,700",3N1AB7AP2GL666487,2016
Kia,"45,744 Miles",Soul,"$13,700",KNDJP3A56H7427472,2017
Chrysler,"48,577 Miles",300,"$18,700",2C3CCAEG8HH571103,2017
Lincoln,"20,440 Miles",MKZ,"$23,630",3LN6L2JK6GR621441,2016
Buick,"36,662 Miles",LaCrosse,"$22,200",1G4ZP5SS9HU181744,2017
Jeep,"40,260 Miles",Patriot,"$13,899",1C4NJRCB3FD117965,2015
Nissan,"34,302 Miles",Rogue,"$14,999",KNMAT2MV7GP655447,2016
Mitsubishi,"5,807 Miles",Outlander,"$18,999",JA4AZ3A30JJ003152,2018
GMC,"15,280 Miles",Sierra 1500,"$39,600",3GTU2NEC5GG175040,2016
Hyundai,"43,922 Miles",Accent,"$11,800",KMHCT5AE1HU345405,2017
BMW,"18,152 Miles",i3,"$21,700",WBY1Z4C50GV508344,2016
Toyota,"8,713 Miles",4Runner,"$28,699",JTEZU5JR8J5166692,2018
Chevrolet,"43,848 Miles",Equinox,"$19,700",2GNFLFE35G6186702,2016
GMC,"58,839 Miles",Terrain,"$17,100",2GKFLTEK7G6152330,2016
Hyundai,"22,208 Miles",Sonata,"$14,400",5NPE24AF1FH188940,2015
Subaru,"33,273 Miles",Forester,"$19,600",JF2SJADC4FH563354,2015
Acura,"9,519 Miles",ILX,"$16,999",19UDE2F7XGA020801,2016
Volkswagen,"28,892 Miles",Tiguan,"$13,999",WVGAV7AX8GW518581,2016
Hyundai,"44,973 Miles",Santa Fe,"$20,300",KM8SMDHF6GU148567,2016
Ford,"26,454 Miles",Escape,"$17,999",1FMCU0J90HUB62421,2017
Nissan,"22,579 Miles",Sentra,"$13,400",3N1AB7AP6FY358465,2015
Nissan,938 Miles,Titan,"$39,999",1N6AA1E51JN513576,2018
Nissan,"32,425 Miles",Frontier,"$20,100",1N6AD0ERXGN778266,2016
Hyundai,"21,237 Miles",Sonata,"$17,900",5NPE34AB8FH254314,2015
Toyota,"16,322 Miles",Tacoma,"$32,788",5TFCZ5AN9HX095171,2017
Hyundai,"49,643 Miles",Tucson,"$16,700",KM8J3CA43HU259709,2017
Toyota,"31,649 Miles",Camry,"$15,800",4T4BF1FK7GR532792,2016
Kia,"15,264 Miles",Optima,"$17,300",KNAGT4L39J5234688,2018
Ford,"57,395 Miles",Explorer,"$21,500",1FM5K7D80GGA35160,2016
Mazda,"5,205 Miles",MX-5 Miata RF,"$27,000",JM1NDAL7XH0101664,2017
Toyota,"44,020 Miles",Camry,"$13,999",4T1BF1FK0HU711851,2017
Jeep,"32,732 Miles",Grand Cherokee,"$27,900",1C4RJECGXFC749809,2015
Ford,"33,534 Miles",F-250 Super Duty,"$48,380",1FT7W2BTXGEA80470,2016
Nissan,"10,934 Miles",Murano,"$28,700",5N1AZ2MG7HN165955,2017
Toyota,"37,735 Miles",Camry,"$15,200",4T1BF1FK4HU731469,2017
Toyota,"71,364 Miles",4Runner,"$23,200",JTEZU5JR8B5027566,2011
Ford,"3,320 Miles",Fusion,"$15,999",3FA6P0H79JR176396,2018
Ford,"40,463 Miles",Focus,"$12,200",1FADP3K27HL232639,2017
Mercedes-Benz,"44,902 Miles",E-Class,"$24,499",WDDHF5KB4GB181055,2016
Jaguar,"15,274 Miles",XF,"$30,399",SAJBR4FX4JCY61726,2018
Tesla,"31,177 Miles",Model S,"$46,999",5YJSA1E16GF161946,2016
Nissan,"22,857 Miles",Altima,"$14,600",1N4AL3AP4GN333104,2016
Nissan,"24,779 Miles",JUKE,"$18,000",JN8AF5MV1FT564208,2015
Toyota,"25,191 Miles",Highlander,"$29,000",5TDKKRFH7GS148903,2016
Acura,"19,698 Miles",ILX,"$17,999",19UDE2F37HA015246,2017
Maserati,"43,169 Miles",Ghibli,"$35,495",ZAM57RTA0F1130708,2015
Ford,"21,656 Miles",C-MAX Hybrid,"$18,200",1FADP5BU5GL100670,2016
Infiniti,"31,642 Miles",QX60,"$29,300",5N1DL0MM4HC549650,2017
Jeep,"15,101 Miles",Renegade,"$16,700",ZACCJAAT9FPB43573,2015
Toyota,"49,584 Miles",Corolla,"$14,100",5YFBURHEXHP615030,2017
